日期,小时,城市ID,城市名称,pid,省份,avg_onload,avg_domReady,avg_firstPaint,avg_dnsLookup,avg_firstByte,avg_responseTime,standard_deviation,pv
20140611,17,513400,凉山,510000,四川,2135,1608,3,1,401,355,4211,23
20140611,17,522600,黔东南,520000,贵州,2394,3457,243,0,1186,1047,3656,29
20140611,17,530900,临沧,530000,云南,71814,2999,843,0,462,294,150235,17
20140611,17,539900,NULL,530000,云南,6822,5074,55,1,599,558,40204,649
20140611,17,540100,拉萨,540000,西藏,1556,3022,9,0,697,485,1642,53
20140611,17,610800,榆林,610000,陕西,3234,4188,193,0,1657,1295,9465,58
20140611,17,620900,酒泉,620000,甘肃,1325,5139,29,0,343,244,922,4
20140611,17,629900,NULL,620000,甘肃,34297,7101,141,1,621,538,492776,598
20140611,17,630100,西宁,630000,青海,3278,5893,1600,0,1548,348,7677,219
20140611,17,632800,海西,630000,青海,3837,10316,0,0,657,583,5652,20
20140611,17,640200,石嘴山,640000,宁夏,7810,8805,0,0,641,605,19312,83
20140611,17,652100,吐鲁番,650000,新疆,2883,2662,0,0,399,385,3613,6
20140611,17,653000,克孜勒苏,650000,新疆,3725,10430,265,0,445,402,5248,73
20140611,17,810100,香港,810000,香港,1274,1281,0,0,128,118,3218,69
20140611,17,130400,邯郸,130000,河北,7044,3008,394,0,512,402,51902,327
20140611,17,140500,晋城,140000,山西,4126,5795,5,0,920,844,8097,208
20140611,17,150600,鄂尔多斯,150000,内蒙古,4627,4257,155,0,670,606,20517,193
20140611,17,210300,鞍山,210000,辽宁,3391,2755,116,0,945,718,13063,535
20140611,17,211200,铁岭,210000,辽宁,3392,1902,60,0,404,-12252,5652,109
20140611,17,220400,辽源,220000,吉林,3099,892,39,0,209,176,6282,40
20140611,17,230500,双鸭山,230000,黑龙江,5770,2967,92,0,469,425,21033,76
20140611,17,320500,苏州,320000,江苏,9298,2124,132,3,422,330,110770,1771
20140611,17,330600,绍兴,330000,浙江,4405,3465,56,1,452,371,25582,667
20140611,17,340700,铜陵,340000,安徽,3426,2855,21,0,238,222,11283,48
20140611,17,341600,亳州,340000,安徽,6954,2320,44,0,493,252,35977,106
20140611,17,350800,龙岩,350000,福建,28223,1620,30,0,237,165,97642,89
20140611,17,360900,宜春,360000,江西,3960,2322,52,0,503,481,10313,101
20140611,17,369900,NULL,360000,江西,3686,3138,148,1,517,372,17328,504
20140611,17,370100,济南,370000,山东,4598,1672,137,0,329,281,33291,997
20140611,17,371000,威海,370000,山东,32977,1789,353,0,380,340,270171,294
20140611,17,410500,安阳,410000,河南,5160,3423,50,0,749,555,44125,284
20140611,17,411400,商丘,410000,河南,3247,1987,57,0,344,318,9785,220
20140611,17,420600,襄阳,420000,湖北,3530,5271,223,0,1532,1377,8509,697
20140611,17,430700,常德,430000,湖南,7354,3308,66,32,450,342,29478,129
20140611,17,440800,湛江,440000,广东,4668,6708,229,6,923,740,24624,460
20140611,17,441700,阳江,440000,广东,3050,3520,43,0,556,525,9063,390
20140611,17,445300,云浮,440000,广东,3039,4609,222,0,394,324,8527,147
20140611,17,450900,玉林,450000,广西,10235,2769,77,0,583,556,56294,213
20140611,17,459900,NULL,450000,广西,5656,3375,65,0,605,317,52300,856
20140611,17,460100,海口,460000,海南,4496,6118,78,0,1672,1213,17332,426
20140611,17,510600,德阳,510000,四川,11673,3598,222,0,642,490,108435,461
20140611,17,511500,宜宾,510000,四川,26255,3572,208,0,511,363,165456,96
20140611,17,513300,甘孜,510000,四川,2279,2708,73,0,681,640,3062,28
20140611,17,530800,普洱,530000,云南,2128,2934,0,0,342,316,3099,47
20140611,17,532600,文山,530000,云南,8153,1669,36,0,238,217,22012,73
20140611,17,549900,NULL,540000,西藏,2992,3355,110,47,622,510,5634,54
20140611,17,610700,汉中,610000,陕西,3497,5095,0,0,734,540,5945,41
20140611,17,620800,平凉,620000,甘肃,1728,6901,0,0,308,296,2271,26
20140611,17,639900,NULL,630000,青海,44546,7077,22,0,588,531,170600,71
20140611,17,640100,银川,640000,宁夏,11022,7631,78,0,429,406,83085,264
20140611,17,650200,克拉玛依,650000,新疆,12562,8536,57,0,678,596,56823,84
20140611,17,652900,阿克苏,650000,新疆,30041,10225,40,0,420,385,111773,95
20140611,17,999900,NULL,990000,NULL,1865,2006,27,3,499,362,18190,4780
20140611,17,110100,北京,110000,北京,15913,3511,141,0,786,594,263811,8420
20140611,17,130300,秦皇岛,130000,河北,4528,1794,19,0,348,302,25957,229
20140611,17,140400,长治,140000,山西,3962,2646,67,0,555,517,9331,147
20140611,17,150500,通辽,150000,内蒙古,11298,5160,18,0,859,828,44106,57
20140611,17,210200,大连,210000,辽宁,4439,3310,158,0,606,552,21809,704
20140611,17,211100,盘锦,210000,辽宁,5377,2692,175,0,499,400,50962,443
20140611,17,220300,四平,220000,吉林,3176,3052,246,0,430,393,8538,256
20140611,17,230400,鹤岗,230000,黑龙江,6742,4436,143,0,562,373,34553,111
20140611,17,320400,常州,320000,江苏,3617,2711,61,0,442,397,13575,668
20140611,17,321300,宿迁,320000,江苏,4221,2197,231,0,436,356,14759,213
20140611,17,330500,湖州,330000,浙江,12358,3219,43,0,481,391,132497,273
20140611,17,340600,淮北,340000,安徽,2249,2164,167,0,434,408,9922,231
20140611,17,341500,六安,340000,安徽,3245,2148,272,0,273,253,16126,388
20140611,17,350700,南平,350000,福建,30629,2528,158,0,236,211,117961,52
20140611,17,360800,吉安,360000,江西,4250,5375,1903,0,572,413,13008,111
20140611,17,370900,泰安,370000,山东,10724,2075,34,0,368,317,49155,303
20140611,17,379900,NULL,370000,山东,5100,2196,57,0,458,372,30832,2258
20140611,17,410400,平顶山,410000,河南,4130,3158,70,0,487,393,18709,748
20140611,17,411300,南阳,410000,河南,11001,2222,235,0,406,298,130200,585
20140611,17,420500,宜昌,420000,湖北,6774,3826,113,0,440,380,48336,147
20140611,17,430600,岳阳,430000,湖南,16454,3265,244,0,593,543,121896,194
20140611,17,440700,江门,440000,广东,11467,3456,42,0,554,476,128481,481
20140611,17,441600,河源,440000,广东,3269,2771,88,0,447,352,10364,188
20140611,17,445200,揭阳,440000,广东,5300,3068,41,1,604,497,36577,262
20140611,17,450800,贵港,450000,广西,3246,1767,347,0,303,274,7977,147
20140611,17,469900,NULL,460000,海南,4974,9246,111,0,1733,1557,14369,120
20140611,17,510500,泸州,510000,四川,11854,2781,65,0,701,653,60174,99
20140611,17,511400,眉山,510000,四川,2957,3209,64,0,706,585,4919,37
20140611,17,513200,阿坝,510000,四川,867,2629,0,0,501,307,1032,24
20140611,17,522400,毕节,520000,贵州,1263,2472,0,0,463,350,1461,27
20140611,17,530700,丽江,530000,云南,3592,2302,2,0,375,336,8675,24
20140611,17,532500,红河,530000,云南,3313,2285,84,0,468,340,15183,122
20140611,17,533400,迪庆,530000,云南,1762,2324,345,0,324,304,2538,67
20140611,17,542600,林芝,540000,西藏,650,2388,0,0,302,270,652,4
20140611,17,610600,延安,610000,陕西,2588,4553,144,0,355,314,3721,85
20140611,17,620700,张掖,620000,甘肃,4438,6668,0,0,317,296,12440,81
20140611,17,649900,NULL,640000,宁夏,2910,6821,137,0,379,338,4378,70
20140611,17,650100,乌鲁木齐,650000,新疆,24757,7303,205,0,502,440,143211,505
20140611,17,652800,巴音郭楞,650000,新疆,3796,9748,56,0,663,544,4479,64
20140611,18,130500,邢台,130000,河北,7399,6720,54,0,855,582,91511,575
20140611,18,140600,朔州,140000,山西,3340,1686,66,0,393,145,11963,199
20140611,18,150700,呼伦贝尔,150000,内蒙古,2326,2145,44,0,574,543,11329,351
20140611,18,152500,锡林郭勒盟,150000,内蒙古,16746,1617,32,0,419,377,95888,63
20140611,18,210400,抚顺,210000,辽宁,4041,4133,64,0,825,499,13281,284
20140611,18,211300,朝阳,210000,辽宁,4042,2524,49,0,382,337,15182,187
20140611,18,220500,通化,220000,吉林,2786,1758,397,0,363,340,3995,22
20140611,18,230600,大庆,230000,黑龙江,3405,6498,618,0,429,354,8287,197
20140611,18,320600,南通,320000,江苏,1720,1888,82,0,382,332,4013,374
20140611,18,330700,金华,330000,浙江,7489,2486,117,0,298,254,38083,639
20140611,18,340800,安庆,340000,安徽,2671,1676,84,0,222,196,3930,21
20140611,18,341700,池州,340000,安徽,8159,1424,344,1,623,250,29883,30
20140611,18,350900,宁德,350000,福建,4357,7223,0,0,1074,774,8734,49
20140611,18,359900,NULL,350000,福建,7299,2114,237,0,461,426,51644,681
20140611,18,360100,南昌,360000,江西,6688,2958,109,0,482,430,32101,454
20140611,18,361000,抚州,360000,江西,1438,3160,0,0,526,334,1672,51
20140611,18,370200,青岛,370000,山东,9329,2293,137,0,389,-795,48909,663
20140611,18,371100,日照,370000,山东,4351,1823,57,0,273,247,24157,202
20140611,18,410600,鹤壁,410000,河南,2840,3073,275,1,598,555,7911,123
20140611,18,411500,信阳,410000,河南,3100,2168,112,0,265,223,5040,96
20140611,18,420700,鄂州,420000,湖北,2362,4895,97,0,358,327,3164,88
20140611,18,430800,张家界,430000,湖南,4954,3516,0,0,431,407,8968,14
20140611,18,440900,茂名,440000,广东,2810,3148,106,0,536,479,8841,324
20140611,18,441800,清远,440000,广东,7370,3040,35,0,310,284,25498,357
20140611,18,449900,NULL,440000,广东,10331,3803,141,0,632,553,198465,2657
20140611,18,450100,南宁,450000,广西,7497,2240,110,0,466,404,86034,1812
20140611,18,451000,百色,450000,广西,6243,2605,494,0,443,389,13238,58
20140611,18,460200,三亚,460000,海南,1070,3958,78,0,386,319,1747,96
20140611,18,510700,绵阳,510000,四川,5155,2274,146,0,268,248,33511,108
20140611,18,511600,广安,510000,四川,5101,2252,393,0,418,375,14055,86
20140611,18,513400,凉山,510000,四川,3504,2416,599,0,283,260,9938,31
20140611,18,522600,黔东南,520000,贵州,4355,292,0,0,76,70,7042,16
20140611,18,530900,临沧,530000,云南,2974,1938,0,0,304,252,3552,4
20140611,18,539900,NULL,530000,云南,19545,3932,82,3,535,483,192123,367
20140611,18,540100,拉萨,540000,西藏,5691,1761,19,0,302,91,9793,8
20140611,18,610800,榆林,610000,陕西,3414,2957,11,0,405,326,6429,115
20140611,18,620900,酒泉,620000,甘肃,3918,2869,369,0,370,349,5057,46
20140611,18,629900,NULL,620000,甘肃,3712,5237,83,3,585,494,13046,467
20140611,18,630100,西宁,630000,青海,6686,3440,210,0,1153,-397,26439,124
20140611,18,632800,海西,630000,青海,4569,42649,0,0,386,339,0,1
20140611,18,640200,石嘴山,640000,宁夏,3412,3111,0,0,337,316,5454,24
20140611,18,652100,吐鲁番,650000,新疆,2508,3359,0,0,533,502,3775,80
20140611,18,653000,克孜勒苏,650000,新疆,6536,5865,335,0,618,529,16876,49
20140611,18,810100,香港,810000,香港,4492,3250,0,0,503,411,16021,39
20140611,18,130400,邯郸,130000,河北,6349,2160,27,0,369,328,45040,307
20140611,18,140500,晋城,140000,山西,3218,13030,14,0,2011,1890,4438,60
20140611,18,150600,鄂尔多斯,150000,内蒙古,5986,2749,400,0,529,438,25790,102
20140611,18,210300,鞍山,210000,辽宁,5078,2000,36,0,587,480,39279,412
20140611,18,211200,铁岭,210000,辽宁,8406,2395,211,0,381,321,26636,189
20140611,18,220400,辽源,220000,吉林,243,534,19,0,163,70,491,26
20140611,18,230500,双鸭山,230000,黑龙江,12633,3699,107,0,430,396,39495,41
20140611,18,320500,苏州,320000,江苏,9203,2636,53,0,387,301,105614,1747
20140611,18,330600,绍兴,330000,浙江,4414,2298,74,0,302,251,21350,732
20140611,18,340700,铜陵,340000,安徽,3226,1673,78,0,223,189,16136,65
20140611,18,341600,亳州,340000,安徽,6118,1666,15,0,463,431,33313,76
20140611,18,350800,龙岩,350000,福建,3466,1981,1362,0,724,680,9203,85
20140611,18,360900,宜春,360000,江西,2480,1589,31,0,391,385,12275,183
20140611,18,369900,NULL,360000,江西,4160,3458,147,0,516,459,19669,418
20140611,18,370100,济南,370000,山东,7036,2555,165,0,531,489,52058,932
20140611,18,371000,威海,370000,山东,10948,1547,92,23,334,279,63582,145
20140611,18,410500,安阳,410000,河南,3441,2558,150,0,320,221,12325,267
20140611,18,411400,商丘,410000,河南,2016,1795,136,0,274,249,4845,164
20140611,18,420600,襄阳,420000,湖北,3932,6389,155,173,795,563,12561,359
20140611,18,430700,常德,430000,湖南,1449,1986,168,0,356,-1877,2458,80
20140611,18,440800,湛江,440000,广东,2543,3482,102,0,472,198,8196,356
20140611,18,441700,阳江,440000,广东,2802,4523,986,0,931,521,9039,456
20140611,18,445300,云浮,440000,广东,2010,2992,20,0,559,464,3526,211
20140611,18,450900,玉林,450000,广西,2924,2484,91,0,680,661,6579,259
20140611,18,459900,NULL,450000,广西,4884,2590,151,0,458,401,57042,702
20140611,18,460100,海口,460000,海南,64821,7947,31,0,1402,1220,923765,305
20140611,18,510600,德阳,510000,四川,6962,6659,176,0,596,486,35493,467
20140611,18,511500,宜宾,510000,四川,37527,4370,965,0,837,478,228969,109
20140611,18,513300,甘孜,510000,四川,14654,1765,28,0,320,276,39517,12
20140611,18,530800,普洱,530000,云南,889,859,0,0,215,212,969,4
20140611,18,532600,文山,530000,云南,4327,2336,91,0,496,451,16295,63
20140611,18,549900,NULL,540000,西藏,5453,5820,34,0,438,377,11022,31
20140611,18,610700,汉中,610000,陕西,5193,6709,1421,0,596,562,8162,49
20140611,18,632700,玉树,630000,青海,1127,4170,676,0,913,525,1044,22
20140611,18,639900,NULL,630000,青海,4276,3233,298,0,375,338,9518,68
20140611,18,640100,银川,640000,宁夏,6654,4039,81,0,633,593,24359,231
20140611,18,650200,克拉玛依,650000,新疆,4466,4826,291,0,801,524,8097,91
20140611,18,652900,阿克苏,650000,新疆,5122,4235,279,1,515,468,12607,66
20140611,18,820100,澳门,820000,澳门,0,0,0,0,0,0,0,2
20140611,18,999900,NULL,990000,NULL,2197,1692,6,1,271,250,38184,4230
20140611,18,110100,北京,110000,北京,7703,3924,118,0,756,601,65917,7177
20140611,18,130300,秦皇岛,130000,河北,10138,2646,3,0,811,789,92481,266
20140611,18,140400,长治,140000,山西,9338,5211,175,0,446,359,61062,117
20140611,18,150500,通辽,150000,内蒙古,1552,2056,295,0,396,377,2356,57
20140611,18,210200,大连,210000,辽宁,3958,3038,75,0,414,368,13321,727
20140611,18,211100,盘锦,210000,辽宁,3354,3453,424,0,490,458,14177,232
20140611,18,220300,四平,220000,吉林,7754,3214,257,0,642,551,50318,183
20140611,18,230400,鹤岗,230000,黑龙江,3711,3074,567,37,495,400,7926,70
20140611,18,320400,常州,320000,江苏,4341,1883,98,13,363,291,19998,646
20140611,18,321300,宿迁,320000,江苏,1993,2265,3,0,335,285,3607,224
20140611,18,330500,湖州,330000,浙江,9623,2562,32,0,357,284,123848,317
20140611,18,340600,淮北,340000,安徽,2148,1711,157,0,220,183,4520,70
20140611,18,341500,六安,340000,安徽,24326,3857,214,0,645,463,145633,127
20140611,18,350700,南平,350000,福建,2388,2819,119,0,296,267,4405,50
20140611,18,360800,吉安,360000,江西,5128,3678,67,0,518,475,21528,155
20140611,18,370900,泰安,370000,山东,3933,1908,34,1,360,274,33916,477
20140611,18,379900,NULL,370000,山东,5591,2210,64,0,395,-115,53541,2361
20140611,18,410400,平顶山,410000,河南,2900,2751,58,0,526,491,12867,348
20140611,18,411300,南阳,410000,河南,5721,1584,150,0,316,259,39515,440
20140611,18,420500,宜昌,420000,湖北,5962,2518,226,0,383,350,54036,214
20140611,18,430600,岳阳,430000,湖南,6550,3635,176,1,650,399,13144,73
20140611,18,440700,江门,440000,广东,2651,3850,85,44,685,549,6868,311
20140611,18,441600,河源,440000,广东,7388,3200,54,0,796,727,51376,144
20140611,18,445200,揭阳,440000,广东,2548,3676,373,0,484,460,9427,509
20140611,18,450800,贵港,450000,广西,5387,1517,4,0,218,189,22711,58
20140611,18,469900,NULL,460000,海南,1685,3447,153,0,770,677,2953,231
20140611,18,510500,泸州,510000,四川,2323,2851,0,0,378,359,4167,60
20140611,18,511400,眉山,510000,四川,4419,5205,655,0,632,481,4525,31
20140611,18,513200,阿坝,510000,四川,3368,3939,34,0,2043,1599,6152,15
20140611,18,522400,毕节,520000,贵州,3377,3869,310,0,1022,556,13392,67
20140611,18,530700,丽江,530000,云南,1867,2298,14,0,517,178,1834,6
20140611,18,532500,红河,530000,云南,8056,5745,426,1,559,380,39447,42
20140611,18,610600,延安,610000,陕西,1728,2705,259,0,296,277,2103,112
20140611,18,620700,张掖,620000,甘肃,1667,3572,0,0,525,506,2180,10
20140611,18,649900,NULL,640000,宁夏,5484,2747,211,0,352,324,28260,164
20140611,18,650100,乌鲁木齐,650000,新疆,4000,6081,135,0,802,298,12437,629
20140611,18,652800,巴音郭楞,650000,新疆,18134,5448,39,0,696,522,63342,90
20140611,18,120100,天津,120000,天津,4770,4864,117,0,737,626,23176,3316
20140611,18,130200,唐山,130000,河北,16136,2551,62,0,365,341,269603,869
20140611,18,131100,衡水,130000,河北,3659,3714,238,0,560,456,12500,309
20140611,18,140300,阳泉,140000,山西,11272,47143,71,0,337,288,52792,104
20140611,18,150400,赤峰,150000,内蒙古,6508,3904,274,0,578,530,15988,115
20140611,18,152200,兴安盟,150000,内蒙古,66250,11727,0,0,1803,1744,113146,4
20140611,18,210100,沈阳,210000,辽宁,6612,2563,109,0,660,566,46382,1192
20140611,18,211000,辽阳,210000,辽宁,3267,2579,96,0,336,306,8148,118
20140611,18,220200,吉林,220000,吉林,24530,4196,164,0,1482,1316,357106,438
20140611,18,230300,鸡西,230000,黑龙江,2843,5566,56,0,722,650,4320,106
20140611,18,231200,绥化,230000,黑龙江,2687,2492,162,0,380,351,3987,144
20140611,18,320300,徐州,320000,江苏,12063,2351,193,0,368,326,111841,466
20140611,18,321200,泰州,320000,江苏,2542,2717,193,0,789,704,8293,160
20140611,18,330400,嘉兴,330000,浙江,2786,3253,96,0,477,337,7897,530
20140611,18,340500,马鞍山,340000,安徽,13554,1651,72,0,336,311,71232,228
20140611,18,341400,巢湖,340000,安徽,2873,2260,38,0,365,249,4450,47
20140611,18,350600,漳州,350000,福建,2829,2908,111,0,623,593,8332,234
20140611,18,360700,赣州,360000,江西,5112,1932,281,0,283,259,29775,169
20140611,18,370800,济宁,370000,山东,4119,1931,246,0,410,360,12126,720
20140611,18,371700,菏泽,370000,山东,6424,1581,95,0,339,299,66832,386
20140611,18,410300,洛阳,410000,河南,5019,2674,143,0,472,377,37344,497
20140611,18,411200,三门峡,410000,河南,6995,2727,197,0,523,477,50942,232
20140611,18,421300,随州,420000,湖北,3875,4745,395,0,907,863,5476,90
20140611,18,430500,邵阳,430000,湖南,3018,1619,597,0,448,409,5070,58
20140611,18,440600,佛山,440000,广东,147064,3309,171,2,550,489,2000659,867
20140611,18,441500,汕尾,440000,广东,4892,2667,461,0,495,461,13555,133
20140611,18,445100,潮州,440000,广东,46717,2976,3,0,693,614,194252,111
20140611,18,450700,钦州,450000,广西,2490,2980,1,0,604,550,7906,82
20140611,18,510400,攀枝花,510000,四川,4095,2699,0,0,345,322,5486,11
20140611,18,511300,南充,510000,四川,4054,1682,251,0,382,297,8124,79
20140611,18,522300,黔西南,520000,贵州,5468,5284,48,0,800,711,12863,40
20140611,18,530600,昭通,530000,云南,14864,2082,0,0,354,282,30416,23
20140611,18,610500,渭南,610000,陕西,2526,2899,238,0,431,402,5180,139
20140611,18,652700,博尔塔拉,650000,新疆,6286,5699,3086,0,377,352,9886,15
20140611,18,659000,NULL,650000,新疆,3351,3297,88,0,333,316,7528,85
20140611,18,659900,NULL,650000,新疆,8425,4073,139,0,608,527,65237,1073
20140611,18,130100,石家庄,130000,河北,10207,3021,123,0,718,598,111165,937
20140611,18,131000,廊坊,130000,河北,8981,3597,21,0,559,149,75019,754
20140611,18,140200,大同,140000,山西,3605,3195,288,3,743,644,9427,136
20140611,18,141100,吕梁,140000,山西,8342,2243,218,0,341,310,32864,157
20140611,18,210900,阜新,210000,辽宁,4897,2349,83,2,557,476,19765,159
20140611,18,219900,NULL,210000,辽宁,3377,2368,539,0,546,399,11763,906
20140611,18,220100,长春,220000,吉林,5881,5124,127,0,671,527,22547,786
20140611,18,230200,齐齐哈尔,230000,黑龙江,3818,4452,262,0,769,707,16391,288
20140611,18,231100,黑河,230000,黑龙江,1260,1176,43,0,233,201,3576,205
20140611,18,310100,上海,310000,上海,13821,2390,79,0,598,549,133917,4591
20140611,18,320200,无锡,320000,江苏,10116,1603,60,0,307,274,211180,787
20140611,18,321100,镇江,320000,江苏,3882,1422,81,0,291,240,10491,145
20140611,18,330300,温州,330000,浙江,6774,2561,122,0,295,244,77515,904
20140611,18,340400,淮南,340000,安徽,2849,3353,103,0,673,637,8455,349
20140611,18,341300,宿州,340000,安徽,3113,2707,134,0,466,390,10207,325
20140611,18,350500,泉州,350000,福建,7552,5410,202,0,449,372,47962,909
20140611,18,360600,鹰潭,360000,江西,737,850,0,0,94,90,918,12
20140611,18,370700,潍坊,370000,山东,5590,2218,28,0,393,370,41051,808
20140611,18,371600,滨州,370000,山东,4325,2954,79,0,413,380,12872,135
20140611,18,410200,开封,410000,河南,2237,1802,89,0,237,216,6139,107
20140611,18,411100,漯河,410000,河南,178223,1785,106,0,206,186,622430,47
20140611,18,420300,十堰,420000,湖北,3194,5339,102,0,1019,280,8939,122
20140611,18,421200,咸宁,420000,湖北,2081,4145,206,0,1156,988,4781,171
20140611,18,430400,衡阳,430000,湖南,2268,2311,31,0,694,613,3786,77
20140611,18,431300,娄底,430000,湖南,2082,1569,419,0,293,277,3994,104
20140611,18,433100,湘西,430000,湖南,2744,2710,43,0,1605,1574,6705,103
20140611,18,440500,汕头,440000,广东,4781,3142,330,0,526,477,30030,245
20140611,18,441400,梅州,440000,广东,6561,3253,1,3,504,403,19434,104
20140611,18,450600,防城港,450000,广西,6564,1630,52,0,319,309,11517,142
20140611,18,510300,自贡,510000,四川,35290,2420,231,0,331,296,259278,71
20140611,18,520400,安顺,520000,贵州,3956,2977,196,1,716,595,9267,90
20140611,18,522200,铜仁,520000,贵州,10301,3486,238,0,685,670,30979,19
20140611,18,530500,保山,530000,云南,1842,4339,0,0,371,364,2202,29
20140611,18,532300,楚雄,530000,云南,716,1468,175,0,245,227,1990,34
20140611,18,610400,咸阳,610000,陕西,2002,2223,2,0,409,387,4632,155
20140611,18,620500,天水,620000,甘肃,5308,3522,0,0,392,378,11335,11
20140611,18,130900,沧州,130000,河北,4454,3803,154,1,655,523,29001,537
20140611,18,139900,NULL,130000,河北,10684,3462,83,0,583,481,110673,1285
20140611,18,140100,太原,140000,山西,5081,3813,160,0,761,622,47174,1254
20140611,18,141000,临汾,140000,山西,9884,2019,44,0,316,265,55739,259
20140611,18,150200,包头,150000,内蒙古,2415,2539,98,0,772,665,5062,240
20140611,18,152900,阿拉善盟,150000,内蒙古,2315,1219,0,0,235,220,3316,8
20140611,18,210800,营口,210000,辽宁,9005,1990,31,0,353,286,67040,230
20140611,18,229900,NULL,220000,吉林,3330,2200,97,3,469,376,15855,824
20140611,18,230100,哈尔滨,230000,黑龙江,3245,2946,42,1,617,578,13306,846
20140611,18,231000,牡丹江,230000,黑龙江,2524,2468,47,0,558,538,5793,183
20140611,18,320100,南京,320000,江苏,9229,4361,111,0,569,489,185934,1330
20140611,18,321000,扬州,320000,江苏,9920,2257,32,0,595,554,51184,165
20140611,18,330200,宁波,330000,浙江,8418,3109,96,8,604,486,103422,999
20140611,18,331100,丽水,330000,浙江,7245,2589,85,0,608,513,67643,242
20140611,18,340300,蚌埠,340000,安徽,3150,2821,0,0,353,288,9066,211
20140611,18,341200,阜阳,340000,安徽,4546,2677,273,0,395,309,12392,144
20140611,18,350400,三明,350000,福建,1748,2391,11,0,378,328,3353,51
20140611,18,360500,新余,360000,江西,1133,2625,0,0,218,169,1352,34
20140611,18,370600,烟台,370000,山东,4841,2158,86,18,441,300,59820,884
20140611,18,371500,聊城,370000,山东,7986,1818,193,0,359,312,47261,569
20140611,18,410100,郑州,410000,河南,70480,2631,226,0,505,441,1313242,1726
20140611,18,411000,许昌,410000,河南,3289,2355,203,0,547,521,10131,293
20140611,18,420200,黄石,420000,湖北,2880,2205,70,44,619,290,4763,43
20140611,18,421100,黄冈,420000,湖北,10531,2390,549,0,646,621,49297,152
20140611,18,430300,湘潭,430000,湖南,5101,4712,96,0,959,809,16538,103
20140611,18,431200,怀化,430000,湖南,3074,3158,637,0,350,312,5832,167
20140611,18,440400,珠海,440000,广东,4512,3226,221,0,456,413,21142,305
20140611,18,441300,惠州,440000,广东,6363,3157,217,0,465,411,51705,720
20140611,18,450500,北海,450000,广西,1955,2304,149,0,539,431,4066,200
20140611,18,451400,崇左,450000,广西,895,1088,0,0,217,204,1003,22
20140611,18,500100,重庆,500000,重庆,12440,3089,118,0,471,418,101558,1751
20140611,18,511100,乐山,510000,四川,9785,2548,154,34,447,364,47489,53
20140611,18,512000,资阳,510000,四川,11028,2295,250,0,317,296,40915,31
20140611,18,520300,遵义,520000,贵州,2287,2671,658,1,459,389,5951,323
20140611,18,530400,玉溪,530000,云南,1853,4351,25,0,457,403,2602,18
20140611,18,533100,德宏,530000,云南,1022,2244,0,0,435,382,1833,14
20140611,18,610300,宝鸡,610000,陕西,2566,2354,185,0,456,383,3957,153
20140611,18,620400,白银,620000,甘肃,4164,4795,0,0,756,662,6212,4
20140611,18,654300,阿勒泰,650000,新疆,1792,3266,27,0,462,292,2966,50
20140611,18,130800,承德,130000,河北,4401,2354,63,4,534,395,21606,106
20140611,18,140900,忻州,140000,山西,6619,13769,548,0,534,480,45463,275
20140611,18,149900,NULL,140000,山西,9101,3101,55,0,503,452,41016,439
20140611,18,150100,呼和浩特,150000,内蒙古,12217,2083,121,0,598,518,117049,252
20140611,18,210700,锦州,210000,辽宁,4572,2946,31,0,341,312,14785,181
20140611,18,220800,白城,220000,吉林,5947,2673,294,0,456,401,34238,108
20140611,18,230900,七台河,230000,黑龙江,3996,11609,0,0,4934,4596,3107,10
20140611,18,232700,大兴安岭,230000,黑龙江,2714,6242,511,0,1376,594,5558,112
20140611,18,239900,NULL,230000,黑龙江,3574,2724,157,0,536,502,14104,1079
20140611,18,320900,盐城,320000,江苏,4872,2695,51,0,395,325,23293,269
20140611,18,329900,NULL,320000,江苏,6598,3334,87,0,351,302,60030,1105
20140611,18,330100,杭州,330000,浙江,5752,7760,98,0,713,637,29967,3353
20140611,18,331000,台州,330000,浙江,7115,3596,115,1,468,416,63242,925
20140611,18,340200,芜湖,340000,安徽,2698,3417,7,0,505,385,7348,52
20140611,18,341100,滁州,340000,安徽,1202,1456,13,0,215,166,1616,19
20140611,18,350300,莆田,350000,福建,8705,2629,90,0,147,137,37560,25
20140611,18,360400,九江,360000,江西,9456,10097,7,2,1869,1127,47509,110
20140611,18,370500,东营,370000,山东,3866,2798,94,0,363,313,18940,131
20140611,18,371400,德州,370000,山东,3805,1740,94,1,299,255,13411,398
20140611,18,410900,濮阳,410000,河南,5732,1616,98,0,341,235,21867,171
20140611,18,419900,NULL,410000,河南,9424,2680,128,0,456,321,78706,1874
20140611,18,420100,武汉,420000,湖北,7226,2863,95,0,457,361,73925,1493
20140611,18,421000,荆州,420000,湖北,3464,2536,70,0,433,404,10200,100
20140611,18,422800,恩施,420000,湖北,2335,2553,34,0,286,244,3394,40
20140611,18,430200,株洲,430000,湖南,1696,2184,110,0,450,435,2686,86
20140611,18,431100,永州,430000,湖南,3495,3710,63,8,304,238,9151,28
20140611,18,440300,深圳,440000,广东,13712,3665,83,3,595,518,125949,3925
20140611,18,441200,肇庆,440000,广东,4772,4347,521,0,904,714,24744,284
20140611,18,450400,梧州,450000,广西,11079,1542,100,0,446,388,93415,207
20140611,18,451300,来宾,450000,广西,3020,1876,210,0,459,390,7776,42
